"","cupo","edad","saldo","pago"
"18357",50000,24,390,568
"18358",20000,22,17151,0
"18359",20000,22,10250,2300
"18360",50000,22,24784,1079
"18361",60000,23,26040,1000
"18362",130000,22,16129,33232
"18363",80000,22,0,0
"18364",170000,34,129230,5000
"18365",90000,23,24521,680
"18366",20000,23,16542,952
"18367",20000,23,0,974
"18368",80000,23,11766,18000
"18369",30000,22,28603,1755
"18370",30000,22,19148,900
"18371",30000,23,18919,700
"18372",150000,23,64189,10000
"18373",50000,23,48211,1900
"18374",80000,23,780,0
"18375",30000,23,2480,0
"18376",60000,23,32349,1300
"18377",100000,23,56063,2150
"18378",140000,23,24263,3500
"18379",140000,23,179,1326
"18380",70000,23,35807,1500
"18381",70000,22,23030,6000
"18382",30000,28,30500,1000
"18383",50000,22,780,0
"18384",50000,22,26159,1300
"18385",30000,22,28558,0
"18386",30000,23,22177,2000
"18387",30000,24,0,930
"18388",20000,25,8416,1000
"18389",60000,23,38086,2000
"18390",200000,23,60135,2599
"18391",80000,23,1803,0
"18392",170000,23,10090,1053
"18393",230000,24,317,0
"18394",90000,24,12488,3500
"18395",290000,24,222575,7500
"18396",60000,24,6083,1000
"18397",20000,24,17899,3431
"18398",50000,23,29289,1038
"18399",210000,23,3510,4209
"18400",290000,29,129357,15064
"18401",90000,23,29848,1500
"18402",50000,23,2000,800
"18403",50000,23,16133,500
"18404",20000,24,248,3422
"18405",360000,23,5725,7792
"18406",230000,23,13314,715
"18407",30000,24,10523,20000
"18408",30000,23,29790,3705
"18409",70000,23,16497,177
"18410",20000,25,0,0
"18411",80000,25,0,240
"18412",80000,24,79817,3100
"18413",50000,25,19668,1000
"18414",30000,22,27266,1010
"18415",30000,22,1894,5514
"18416",70000,22,30954,1494
"18417",30000,24,27162,1500
"18418",110000,24,51791,2000
"18419",160000,24,9308,0
"18420",30000,22,31148,1091
"18421",40000,24,22969,837
"18422",160000,25,0,7482
"18423",50000,23,38254,1395
"18424",160000,23,222,2682
"18425",30000,22,780,1160
"18426",70000,23,65112,2035
"18427",150000,24,0,0
"18428",50000,24,26856,1701
"18429",80000,24,49750,4000
"18430",50000,24,40379,1700
"18431",50000,24,33571,1220
"18432",30000,25,28643,1500
"18433",250000,27,265787,14000
"18434",70000,23,0,0
"18435",150000,23,57924,2200
"18436",320000,25,40940,1017
"18437",80000,25,0,0
"18438",30000,26,14337,700
"18439",50000,23,3914,5000
"18440",30000,23,29945,1188
"18441",20000,23,0,0
"18442",200000,25,103734,4006
"18443",20000,22,18112,634
"18444",100000,24,94362,0
"18445",20000,26,19694,0
"18446",130000,24,36546,1158
"18447",50000,24,47630,3700
"18448",200000,25,24421,10847
"18449",20000,25,0,0
"18450",20000,26,4074,0
"18451",100000,26,933,3000
"18452",170000,24,15851,6000
"18453",80000,22,27872,1216
"18454",130000,26,-173,0
"18455",50000,26,29114,1000
"18456",280000,26,30717,1500
"18457",130000,27,5149,500
"18458",150000,27,0,53867
"18459",130000,23,1250,0
"18460",30000,23,30637,2528
"18461",50000,23,19884,0
"18462",120000,24,68697,3000
"18463",30000,24,29955,1300
"18464",80000,25,77554,4300
"18465",80000,23,6424,5438
"18466",20000,23,20079,1000
"18467",80000,23,75,0
"18468",30000,27,30544,0
"18469",120000,26,2833,7921
"18470",110000,26,0,0
"18471",70000,25,39819,2000
"18472",300000,25,1681,0
"18473",160000,25,7922,1324
"18474",150000,25,32978,1300
"18475",210000,47,4095,8699
"18476",20000,26,3473,69
"18477",240000,26,113966,3825
"18478",60000,25,7007,3005
"18479",20000,25,16638,0
"18480",130000,25,101650,3620
"18481",330000,25,15791,6000
"18482",50000,25,0,0
"18483",110000,24,68732,4000
"18484",50000,24,50241,1700
"18485",90000,24,0,0
"18486",130000,26,131986,5050
"18487",150000,26,0,0
"18488",140000,27,0,0
"18489",150000,24,103233,4000
"18490",50000,26,0,0
"18491",40000,26,795,1170
"18492",170000,27,161327,16000
"18493",60000,24,23164,2000
"18494",200000,25,0,0
"18495",80000,25,75406,3101
"18496",100000,25,13549,700
"18497",170000,25,25583,1000
"18498",140000,26,94201,7461
"18499",90000,26,23292,1200
"18500",70000,26,28455,1000
"18501",120000,26,85771,2996
"18502",60000,26,25941,946
"18503",150000,26,4112,108008
"18504",50000,24,0,0
"18505",80000,26,58131,2100
"18506",310000,27,127957,5500
"18507",50000,23,25044,959
"18508",20000,23,15910,700
"18509",80000,24,8820,180
"18510",180000,25,-632,0
"18511",50000,23,29334,1178
"18512",70000,22,49483,1793
"18513",20000,25,20000,0
"18514",60000,24,27472,1078
"18515",30000,25,28332,1300
"18516",20000,24,6463,0
"18517",280000,25,18096,12704
"18518",30000,25,29093,1491
"18519",40000,26,28914,1200
"18520",130000,25,7158,2000
"18521",90000,25,47252,2000
"18522",260000,25,5049,100
"18523",100000,26,123,396
"18524",50000,24,42305,0
"18525",190000,24,49983,2000
"18526",70000,22,25942,2500
"18527",50000,26,20093,1100
"18528",40000,26,38687,1605
"18529",200000,26,142193,6000
"18530",100000,26,0,150
"18531",220000,26,916,2719
"18532",200000,27,1107,2109
"18533",50000,27,5465,0
"18534",360000,27,2339,766
"18535",170000,25,25293,5000
"18536",250000,26,52397,2000
"18537",80000,26,50592,0
"18538",110000,23,24527,1100
"18539",20000,23,19802,1000
"18540",20000,25,5071,0
"18541",60000,24,-2879,41378
"18542",170000,24,124547,6000
"18543",150000,24,635,0
"18544",210000,24,2498,2135
"18545",230000,25,3904,13000
"18546",160000,25,956,2394
"18547",150000,25,20052,1000
"18548",210000,26,1397,0
"18549",300000,28,279,423
"18550",340000,27,4961,5956
"18551",150000,24,0,0
"18552",50000,25,662,1500
"18553",160000,27,2698,2367
"18554",50000,25,45844,5500
"18555",70000,25,6821,0
"18556",120000,25,2405,0
"18557",200000,25,0,0
"18558",50000,25,12671,370
"18559",310000,26,17992,56
"18560",50000,24,16921,1000
"18561",300000,24,20984,4366
"18562",160000,25,115637,5000
"18563",90000,25,50490,2000
"18564",160000,25,81326,5000
"18565",500000,25,118467,10191
"18566",390000,26,48425,2000
"18567",320000,26,192087,7600
"18568",50000,26,349,351
"18569",200000,27,13845,4666
"18570",90000,27,0,0
"18571",360000,27,-1,0
"18572",180000,27,264,264
"18573",60000,24,11832,5889
"18574",250000,24,21943,1000
"18575",20000,25,0,0
"18576",10000,24,8020,1500
"18577",110000,24,85529,4900
"18578",150000,25,3801,32784
"18579",160000,25,53856,2000
"18580",30000,25,15687,1000
"18581",30000,24,28792,1502
"18582",280000,26,-150,1605
"18583",120000,28,-18,0
"18584",360000,27,72152,3017
"18585",80000,27,41557,2000
"18586",310000,27,94473,3000
"18587",80000,27,930,0
"18588",180000,28,143738,6000
"18589",130000,26,9611,8901
"18590",70000,24,10806,3000
"18591",400000,24,11975,253
"18592",20000,22,17319,3000
"18593",30000,23,0,1120
"18594",80000,25,363,0
"18595",150000,26,21696,1000
"18596",20000,24,0,1960
"18597",20000,25,326,326
"18598",150000,26,25580,26738
"18599",60000,27,29814,1085
"18600",320000,27,109626,3000
"18601",80000,27,1320,1107
"18602",130000,25,0,0
"18603",400000,24,23440,52100
"18604",20000,25,2293,20505
"18605",60000,24,978,8067
"18606",80000,24,47872,1749
"18607",50000,24,18097,720
"18608",20000,25,20061,1000
"18609",100000,25,101879,3702
"18610",80000,25,51984,2000
"18611",140000,25,1459,2500
"18612",110000,25,65648,2600
"18613",350000,27,51550,20076
"18614",60000,27,11132,378
"18615",50000,24,12389,475
"18616",210000,26,82077,4370
"18617",50000,25,17043,10005
"18618",80000,25,78862,2784
"18619",30000,26,16361,138
"18620",150000,26,148958,5300
"18621",20000,26,790,0
"18622",270000,26,0,0
"18623",50000,27,45770,1900
"18624",380000,27,550,736
"18625",60000,28,30678,1200
"18626",50000,26,33643,1700
"18627",120000,26,10853,26341
"18628",260000,26,21983,1500
"18629",190000,26,54826,2000
"18630",50000,26,20856,4700
"18631",80000,26,2856,2000
"18632",110000,26,1979,5192
"18633",50000,26,27045,1000
"18634",150000,27,2995,982
"18635",50000,27,390,0
"18636",80000,25,63153,7
"18637",20000,24,18507,2002
"18638",200000,24,140249,5172
"18639",80000,25,0,2169
"18640",70000,25,41496,0
"18641",280000,26,180240,5135
"18642",160000,26,0,97502
"18643",90000,26,41746,1490
"18644",200000,27,2500,0
"18645",150000,28,904,0
"18646",80000,27,80385,3000
"18647",390000,28,257151,6600
"18648",190000,28,2250,300
"18649",240000,28,7724,1101
"18650",200000,29,14988,20000
"18651",130000,29,938,0
"18652",100000,29,105377,6000
"18653",190000,29,9968,0
"18654",90000,29,45916,3000
"18655",20000,27,3288,0
"18656",90000,26,55525,2500
"18657",90000,26,91205,3500
"18658",80000,27,54027,4350
"18659",40000,28,33940,2000
"18660",50000,22,28142,500
"18661",150000,25,87504,3300
"18662",200000,27,286,500
"18663",20000,27,1316,0
"18664",160000,27,12643,503
"18665",80000,28,44488,2005
"18666",30000,22,29234,883
"18667",50000,23,0,0
"18668",310000,25,183544,6042
"18669",50000,26,2261,1000
"18670",200000,26,4039,58869
"18671",20000,22,18134,2000
"18672",30000,22,0,0
"18673",20000,23,0,1398
"18674",50000,22,9408,400
"18675",230000,28,0,0
"18676",130000,29,14802,430
"18677",500000,29,37416,20007
"18678",200000,29,92513,5000
"18679",110000,29,-18,0
"18680",230000,30,7299,11236
"18681",80000,30,5800,0
"18682",20000,27,0,3187
"18683",120000,27,13316,0
"18684",200000,27,3021,363
"18685",70000,28,11901,0
"18686",230000,28,54778,5000
"18687",60000,28,17796,800
"18688",60000,28,54511,0
"18689",360000,28,0,0
"18690",100000,25,69335,2602
"18691",240000,25,0,7642
"18692",130000,25,0,0
"18693",130000,25,30582,0
"18694",50000,25,37446,1500
"18695",150000,26,20561,341
"18696",300000,28,0,0
"18697",200000,28,612,54856
"18698",320000,28,-5,0
"18699",160000,27,0,0
"18700",210000,26,113292,10000
"18701",70000,25,40310,1813
"18702",250000,25,4358,0
"18703",130000,27,90189,3100
"18704",30000,27,15221,1000
"18705",210000,27,139230,5500
"18706",170000,27,164531,7700
"18707",100000,28,33102,1771
"18708",50000,28,23338,1999
"18709",130000,27,0,0
"18710",30000,26,0,0
"18711",130000,30,141191,0
"18712",70000,26,44077,3000
"18713",210000,26,21604,1000
"18714",170000,25,69712,2602
"18715",420000,28,31029,1022
"18716",80000,26,45808,2000
"18717",150000,26,10700,212
"18718",200000,26,9133,137
"18719",70000,26,46905,0
"18720",90000,26,50864,3197
"18721",130000,27,52609,2115
"18722",360000,28,-13,20303
"18723",260000,28,166881,10213
"18724",160000,28,80270,30000
"18725",20000,28,18827,1000
"18726",140000,28,103044,0
"18727",200000,29,0,8893
"18728",200000,29,15833,15833
"18729",120000,28,118656,4871
"18730",210000,29,58571,2300
"18731",50000,23,22081,1000
"18732",80000,23,30373,1154
"18733",60000,23,57052,2050
"18734",50000,24,0,0
"18735",50000,25,30487,1100
"18736",70000,25,59096,0
"18737",80000,25,53337,4300
"18738",50000,25,2720,1600
"18739",30000,25,417,984
"18740",300000,26,0,0
"18741",240000,26,0,0
"18742",140000,26,55731,3001
"18743",30000,27,25948,2000
"18744",70000,29,0,0
"18745",220000,29,23419,0
"18746",230000,29,32353,2000
"18747",20000,29,19835,900
"18748",130000,25,16885,2000
"18749",60000,26,41137,0
"18750",200000,26,11226,530
"18751",310000,26,18823,912
"18752",240000,26,195620,7500
"18753",200000,26,980,0
"18754",440000,27,142034,10018
"18755",180000,27,0,0
"18756",300000,29,24930,24000
"18757",160000,30,119853,4602
"18758",160000,30,148199,6000
"18759",230000,30,1828,6172
"18760",160000,30,81852,3200
"18761",200000,28,0,1128
"18762",240000,29,35473,10000
"18763",420000,29,0,84363
"18764",210000,30,590,1288
"18765",220000,28,172041,6200
"18766",200000,28,0,5670
"18767",230000,28,0,0
"18768",250000,28,0,0
"18769",80000,28,1134,48
"18770",80000,26,5259,478
"18771",50000,26,6097,364
"18772",20000,26,-222,0
"18773",60000,27,57464,2140
"18774",50000,27,23369,1006
"18775",310000,28,35943,53000
"18776",140000,29,28507,4572
"18777",220000,27,10170,2000
"18778",130000,27,0,0
"18779",300000,29,0,0
"18780",140000,28,1555,0
"18781",400000,29,0,0
"18782",200000,30,19836,45010
"18783",150000,29,6100,0
"18784",420000,27,22776,10433
"18785",230000,26,15165,8981
"18786",210000,27,19940,880
"18787",120000,27,1096,0
"18788",50000,28,40307,1500
"18789",200000,28,45539,1196
"18790",180000,28,0,5400
"18791",30000,28,29907,1124
"18792",110000,29,58271,1948
"18793",50000,29,19336,700
"18794",120000,29,105924,7200
"18795",230000,29,42295,747
"18796",80000,29,20000,0
"18797",320000,29,604,825
"18798",50000,29,15078,472
"18799",110000,29,66132,2500
"18800",150000,25,0,0
"18801",30000,26,1225,1588
"18802",80000,26,42321,1677
"18803",150000,26,47352,2000
"18804",270000,26,57582,2500
"18805",160000,26,144266,5000
"18806",150000,29,332,1992
"18807",170000,31,167,2578
"18808",70000,31,28836,478
"18809",210000,31,24901,500
"18810",50000,30,28193,1500
"18811",70000,27,4280,20600
"18812",180000,28,474,326
"18813",260000,27,208,208
"18814",50000,27,30231,2000
"18815",140000,27,85863,13000
"18816",100000,30,77373,3000
"18817",420000,29,81523,2200
"18818",300000,30,78746,3000
"18819",30000,25,27977,1500
"18820",150000,26,0,1669
"18821",180000,26,9446,0
"18822",330000,26,145931,3550
"18823",360000,26,0,0
"18824",210000,27,3187,0
"18825",90000,27,62636,3000
"18826",250000,28,34670,8000
"18827",80000,24,15323,23
"18828",290000,27,92238,4000
"18829",280000,29,165522,6100
"18830",340000,29,15857,6500
"18831",120000,29,87345,3010
"18832",110000,31,0,0
"18833",30000,22,20013,300
"18834",70000,24,25775,0
"18835",20000,24,0,519
"18836",80000,25,44038,0
"18837",120000,25,16405,2056
"18838",500000,26,59843,96632
"18839",320000,27,182860,6000
"18840",150000,27,8777,9495
"18841",190000,27,8973,2000
"18842",130000,29,0,0
"18843",70000,34,41376,2000
"18844",350000,30,184,828
"18845",210000,27,24900,2000
"18846",120000,27,79219,3000
"18847",130000,28,83234,3300
"18848",170000,27,81018,3000
"18849",100000,30,-602,0
"18850",200000,28,190249,6039
"18851",270000,28,1035,1848
"18852",30000,30,27552,985
"18853",160000,24,0,0
"18854",80000,26,77877,3000
"18855",310000,26,30532,918
"18856",20000,23,20345,3000
"18857",80000,27,59164,2500
"18858",180000,28,2159,1000
"18859",80000,29,65683,12500
"18860",140000,28,101601,4000
"18861",150000,26,0,0
"18862",100000,27,28630,1200
"18863",50000,27,5874,0
"18864",200000,28,118749,11500
"18865",130000,28,0,0
"18866",150000,29,0,0
"18867",170000,30,121118,4300
"18868",180000,28,184009,0
"18869",320000,28,25806,2000
"18870",50000,28,4060,0
"18871",50000,27,10391,500
"18872",80000,27,17595,200
"18873",100000,27,999,1838
"18874",80000,23,28524,1138
"18875",120000,26,6826,406
"18876",230000,31,34517,8495
"18877",60000,31,415,50136
"18878",220000,30,22679,3217
"18879",80000,30,44463,2000
"18880",300000,28,0,0
"18881",400000,30,16002,475
"18882",50000,31,9736,500
"18883",200000,30,584,5430
"18884",120000,32,0,0
"18885",360000,31,-105,4000
"18886",220000,30,6470,1000
"18887",280000,31,109953,4024
"18888",500000,31,-90,18268
"18889",240000,31,0,111200
"18890",310000,30,254340,10002
"18891",200000,28,161850,5100
"18892",260000,28,4200,1000
"18893",200000,28,189518,0
"18894",180000,27,0,0
"18895",270000,27,25175,2000
"18896",30000,28,0,0
"18897",180000,28,460,610
"18898",340000,29,18924,22534
"18899",140000,28,141006,5000
"18900",180000,28,2806,0
"18901",150000,27,76971,3000
"18902",110000,27,111853,4400
"18903",50000,28,1517,1394
"18904",140000,28,6070,22000
"18905",360000,28,53478,5000
"18906",280000,29,0,5017
"18907",310000,28,34458,1269
"18908",290000,28,0,0
"18909",210000,28,9448,5841
"18910",210000,29,316,746
"18911",110000,29,300,0
"18912",50000,28,45188,4000
"18913",280000,28,8222,3335
"18914",50000,28,48341,3500
"18915",120000,28,65233,0
"18916",80000,28,499,649
"18917",50000,29,9927,8287
"18918",60000,28,11289,1500
"18919",190000,28,171923,0
"18920",150000,28,16791,5000
"18921",170000,28,150,150
"18922",150000,28,47653,3000
"18923",390000,28,0,0
"18924",70000,29,53415,2127
"18925",120000,29,67900,3000
"18926",30000,29,30592,0
"18927",200000,26,1528,0
"18928",300000,28,245235,9030
"18929",90000,29,10564,531
"18930",200000,30,1000,7079
"18931",210000,31,326,326
"18932",230000,31,53257,3000
"18933",200000,31,945,0
"18934",420000,32,17763,1000
"18935",60000,28,40332,5000
"18936",50000,34,20104,1000
"18937",60000,28,58698,0
"18938",210000,28,41329,13580
"18939",50000,28,27447,1100
"18940",390000,28,140536,5000
"18941",150000,28,3867,0
"18942",200000,30,18820,0
"18943",150000,31,0,0
"18944",470000,30,35425,3015
"18945",200000,30,13200,10000
"18946",160000,31,0,0
"18947",220000,30,111816,4346
"18948",290000,32,132179,5000
"18949",50000,32,326,326
"18950",290000,32,75661,3000
"18951",30000,23,32129,2508
"18952",40000,23,9621,872
"18953",70000,26,49104,1760
"18954",100000,23,9656,4737
"18955",20000,23,14024,600
"18956",50000,23,29890,1252
"18957",130000,39,678,0
"18958",140000,28,127788,0
"18959",230000,30,56538,2000
"18960",300000,30,161,7705
"18961",200000,29,69708,1688
"18962",100000,29,70258,3520
"18963",100000,30,93320,2939
"18964",80000,29,3743,3000
"18965",170000,29,39239,2000
"18966",420000,29,45834,2000
"18967",70000,29,23870,2200
"18968",480000,30,330982,30000
"18969",250000,27,33925,900
"18970",180000,28,53505,3000
"18971",240000,28,37137,10982
"18972",210000,28,10765,3000
"18973",100000,28,53195,1939
"18974",50000,28,51346,0
"18975",300000,28,100000,590
"18976",70000,28,42123,1200
"18977",490000,29,13804,3500
"18978",170000,29,43114,1800
"18979",100000,29,56425,2222
"18980",200000,32,924,6635
"18981",80000,32,0,0
"18982",220000,32,63422,2000
"18983",300000,33,0,0
"18984",120000,33,87943,3500
"18985",240000,30,141280,3729
"18986",200000,30,114153,8000
"18987",40000,30,37726,2000
"18988",200000,30,190192,7300
"18989",100000,30,102261,3700
"18990",50000,31,20106,844
"18991",40000,32,39839,2221
"18992",70000,32,71013,0
"18993",210000,31,378,378
"18994",30000,28,25789,1074
"18995",100000,30,66844,2600
"18996",20000,30,19842,2000
"18997",400000,36,0,0
"18998",330000,28,253338,0
"18999",240000,30,416,416
"19000",70000,29,80572,0
"19001",240000,29,2600,704
"19002",200000,27,0,1300
"19003",100000,27,2054,2581
"19004",180000,29,18545,6000
"19005",360000,30,1234,0
"19006",130000,29,122510,4500
"19007",120000,30,0,0
"19008",230000,30,846,500
"19009",340000,30,360,360
"19010",320000,29,191781,10000
"19011",330000,29,149923,5061
"19012",80000,30,0,0
"19013",150000,30,19960,134
"19014",160000,31,0,0
"19015",50000,37,44232,1774
"19016",300000,48,0,0
"19017",190000,36,157956,5381
"19018",50000,27,24371,3294
"19019",90000,28,8832,316
"19020",210000,28,67498,5000
"19021",240000,28,196585,7535
"19022",60000,34,45578,3600
"19023",440000,35,821,821
"19024",30000,42,28182,1208
"19025",230000,26,0,0
"19026",440000,28,148169,3312
"19027",80000,29,39457,2000
"19028",30000,30,22760,0
"19029",250000,35,219218,13350
"19030",30000,45,28355,1200
"19031",50000,49,19501,750
"19032",50000,34,49484,2000
"19033",30000,34,27343,1139
"19034",30000,45,30692,1577
"19035",500000,42,0,0
"19036",50000,41,27737,0
"19037",50000,36,14362,1000
"19038",50000,22,0,0
"19039",90000,26,34396,3000
"19040",30000,26,16757,1000
"19041",150000,43,76584,6013
"19042",50000,23,43224,1600
"19043",70000,23,19859,0
"19044",80000,23,0,0
"19045",280000,29,9532,145007
"19046",90000,30,8589,373
"19047",330000,39,55963,2000
"19048",190000,46,88400,4500
"19049",210000,40,63229,2500
"19050",100000,30,100884,0
"19051",20000,30,13562,0
"19052",260000,31,39206,0
"19053",20000,26,19999,0
"19054",80000,37,49701,2000
"19055",50000,42,28123,1200
"19056",70000,35,55903,2200
"19057",30000,38,29527,2667
"19058",100000,25,41221,1203
"19059",50000,25,29636,1300
"19060",80000,27,70027,2800
"19061",50000,27,0,0
"19062",150000,28,35383,92000
"19063",140000,29,95184,5000
"19064",70000,31,43471,2000
"19065",30000,31,0,0
"19066",80000,32,74005,3000
"19067",40000,41,0,0
"19068",100000,37,36957,1327
"19069",50000,40,28834,1040
"19070",30000,35,29930,0
"19071",120000,35,18363,1000
"19072",260000,39,146578,5000
"19073",90000,35,19021,1003
"19074",30000,33,28850,1353
"19075",260000,37,122649,10000
"19076",170000,39,125098,6000
"19077",150000,36,81022,3500
"19078",90000,40,43976,1708
"19079",50000,45,6677,1000
"19080",70000,29,43509,5000
"19081",210000,29,205864,10000
"19082",450000,31,0,0
"19083",70000,32,12676,3000
"19084",70000,32,6985,4000
"19085",300000,34,33920,0
"19086",70000,29,68728,2940
"19087",180000,37,78588,3500
"19088",50000,29,53947,6500
"19089",20000,27,10243,10000
"19090",260000,31,208463,8200
"19091",70000,34,18357,2102
"19092",50000,31,45159,1200
"19093",150000,34,130791,5100
"19094",150000,45,39301,1572
"19095",20000,37,48321,742
"19096",60000,45,12543,2000
"19097",50000,30,29815,1100
"19098",50000,25,30952,3000
"19099",80000,27,81336,0
"19100",140000,27,1051,569
"19101",20000,28,9628,1900
"19102",10000,49,5605,205
"19103",120000,45,0,5562
"19104",50000,40,0,0
"19105",30000,39,16666,2000
"19106",210000,49,93321,3000
"19107",150000,27,0,0
"19108",180000,28,4837,49347
"19109",590000,29,3014,1000
"19110",260000,30,172989,5958
"19111",90000,35,9824,1000
"19112",110000,28,10231,500
"19113",140000,28,873,984
"19114",210000,30,5500,5823
"19115",80000,31,0,0
"19116",30000,36,21234,1221
"19117",120000,28,51931,42800
"19118",20000,44,0,0
"19119",80000,42,47746,1687
"19120",110000,35,25102,907
"19121",240000,34,39389,62282
"19122",100000,49,3723,3513
"19123",200000,32,167790,6235
"19124",450000,32,1974,7228
"19125",150000,32,8622,64411
"19126",120000,39,21348,5333
"19127",70000,26,66801,0
"19128",190000,31,151410,5500
"19129",50000,45,18769,888
"19130",60000,44,29798,1230
"19131",90000,30,21454,0
"19132",300000,33,66428,6000
"19133",210000,32,0,821
"19134",50000,34,28205,2000
"19135",350000,34,84387,5000
"19136",30000,34,30000,0
"19137",280000,34,0,0
"19138",380000,35,17074,2000
"19139",360000,34,312,576
"19140",260000,37,13977,656
"19141",160000,37,3583,0
"19142",250000,43,4000,28650
"19143",320000,27,5800,464
"19144",140000,31,141748,6000
"19145",80000,32,58066,2300
"19146",100000,40,69309,3000
"19147",210000,41,1801,1359
"19148",200000,29,0,0
"19149",110000,37,40242,2000
"19150",70000,36,21680,792
"19151",240000,46,-150,672
"19152",80000,38,77490,2458
"19153",150000,47,117368,5000
"19154",50000,42,14217,600
"19155",230000,37,20328,506
"19156",290000,43,690,3579
"19157",350000,36,0,0
"19158",100000,39,28611,5000
"19159",50000,46,0,0
"19160",360000,43,0,0
"19161",210000,38,1026,1026
"19162",500000,39,6054,0
"19163",290000,47,241125,9000
"19164",350000,36,254941,8300
"19165",190000,33,0,5354
"19166",180000,34,132864,6000
"19167",110000,35,5070,185
"19168",200000,33,57137,2200
"19169",210000,40,4644,1000
"19170",100000,36,1075,876
"19171",130000,43,78266,2350
"19172",70000,38,49674,2102
"19173",100000,33,66983,2184
"19174",150000,35,740,0
"19175",160000,39,1221,1048
"19176",30000,48,0,0
"19177",80000,36,-1,0
"19178",200000,44,7312,21740
"19179",180000,41,102750,3752
"19180",180000,34,7615,935
"19181",170000,35,88833,3807
"19182",50000,35,15222,3000
"19183",160000,40,84794,3400
"19184",160000,40,390,390
"19185",20000,22,9517,1500
"19186",70000,24,1579,2882
"19187",240000,38,11280,31266
"19188",300000,45,251413,9284
"19189",420000,37,2443,4697
"19190",200000,43,133262,5000
"19191",50000,47,16657,600
"19192",50000,38,30626,16
"19193",200000,38,2571,2571
"19194",200000,32,116749,4500
"19195",380000,33,354579,12800
"19196",50000,27,2529,0
"19197",50000,28,1589,691
"19198",500000,35,25996,4420
"19199",300000,40,0,0
"19200",170000,32,740,16744
"19201",20000,46,18646,1000
"19202",20000,43,0,0
"19203",280000,36,148602,5119
"19204",80000,22,28788,1513
"19205",20000,24,19408,1500
"19206",70000,24,61331,2300
"19207",30000,25,29645,1114
"19208",170000,37,107776,3879
"19209",320000,30,109228,4000
"19210",210000,30,0,0
"19211",310000,31,9628,2000
"19212",230000,29,1130,0
"19213",90000,31,88724,4000
"19214",200000,31,2000,1060
"19215",150000,34,129616,5000
"19216",60000,27,14134,489
"19217",50000,38,45043,2000
"19218",200000,40,141859,5500
"19219",220000,35,8419,1000
"19220",300000,34,4045,0
"19221",30000,47,26924,2039
"19222",330000,36,78760,4005
"19223",280000,42,176939,6502
"19224",330000,38,0,0
"19225",390000,45,38396,105100
"19226",200000,38,150,1638
"19227",20000,45,17082,1500
"19228",140000,32,15735,10000
"19229",30000,32,3874,3201
"19230",210000,41,0,0
"19231",100000,44,2947,4193
"19232",50000,38,757,0
"19233",30000,42,28852,629
"19234",30000,45,29333,1320
"19235",150000,37,-6159,16007
"19236",180000,39,19359,16253
"19237",230000,49,6946,0
"19238",220000,36,2784,2287
"19239",200000,35,5784,4512
"19240",80000,35,5483,42081
"19241",380000,44,4058,7274
"19242",30000,42,13415,1308
"19243",160000,41,3477,2979
"19244",60000,47,302,12985
"19245",100000,42,5628,6013
"19246",150000,37,2718,0
"19247",100000,38,40630,0
"19248",30000,44,0,1219
"19249",220000,36,3032,0
"19250",220000,38,150,0
"19251",400000,30,3122,2152
"19252",680000,30,167520,7267
"19253",280000,30,58412,2401
"19254",70000,44,9736,1000
"19255",300000,39,5251,9196
"19256",250000,41,3809,3710
"19257",200000,31,0,0
"19258",450000,31,41628,15000
"19259",30000,33,25264,2000
"19260",210000,29,1858,620
"19261",250000,29,127847,4826
"19262",70000,31,52453,1915
"19263",230000,31,900,0
"19264",150000,37,0,0
"19265",70000,47,34647,1402
"19266",150000,35,60434,2218
"19267",200000,37,498,148
"19268",200000,42,-72,0
"19269",300000,42,0,138
"19270",80000,39,2199,4067
"19271",30000,43,28336,18
"19272",100000,40,72518,3000
"19273",360000,32,51489,27486
"19274",150000,32,6155,1000
"19275",180000,32,-10,0
"19276",210000,33,500,500
"19277",110000,41,33448,2000
"19278",80000,41,58281,4480
"19279",50000,39,17721,920
"19280",150000,32,0,0
"19281",260000,40,0,0
"19282",200000,33,0,0
"19283",230000,29,2491,9785
"19284",70000,32,68927,2600
"19285",70000,32,39834,1500
"19286",160000,32,7072,766
"19287",200000,34,194101,6763
"19288",270000,35,-1000,0
"19289",100000,36,72044,5049
"19290",410000,42,49828,1647
"19291",160000,33,2895,8429
"19292",120000,39,476,326
"19293",50000,37,90,1335
"19294",450000,38,0,0
"19295",200000,36,172037,6103
"19296",360000,41,16666,707
"19297",340000,40,52102,2100
"19298",300000,40,0,0
"19299",220000,40,161208,5683
"19300",370000,37,288924,20000
"19301",170000,39,1738,1788
"19302",500000,39,474459,20000
"19303",100000,36,0,0
"19304",110000,31,0,0
"19305",230000,31,800,0
"19306",230000,31,9368,6000
"19307",150000,33,29924,1238
"19308",210000,32,2866,8680
"19309",100000,32,21651,26748
"19310",230000,42,108348,5000
"19311",360000,33,0,0
"19312",360000,34,8674,0
"19313",200000,34,-2113,423
"19314",200000,34,4745,1283
"19315",150000,33,1940,0
"19316",110000,41,150,0
"19317",320000,38,288,1200
"19318",50000,44,22605,0
"19319",160000,39,77579,3650
"19320",80000,42,55000,10000
"19321",100000,35,0,0
"19322",150000,36,90500,0
"19323",60000,38,61761,2380
"19324",200000,39,0,0
"19325",160000,38,207,207
